,model,audio,liwc,value,personality,linguistic,topic,trial,score,task
1536,NaiveBayes,False,False,True,False,True,True,1,0.2017867690490254,genre_clf
1537,NaiveBayes,False,False,True,False,True,True,2,0.24719432959243945,genre_clf
1538,NaiveBayes,False,False,True,False,True,True,3,0.21699645599527467,genre_clf
1539,NaiveBayes,False,False,True,False,True,True,4,0.20562610750147667,genre_clf
1540,MLPClassifier,False,False,True,False,True,True,0,0.5816597755463674,genre_clf
1541,MLPClassifier,False,False,True,False,True,True,1,0.5774512699350266,genre_clf
1542,MLPClassifier,False,False,True,False,True,True,2,0.5712492616656822,genre_clf
1543,MLPClassifier,False,False,True,False,True,True,3,0.5789279385705848,genre_clf
1544,MLPClassifier,False,False,True,False,True,True,4,0.5752362669816893,genre_clf
1545,LogisticRegression,False,False,False,True,True,True,0,0.5686650915534555,genre_clf
1546,LogisticRegression,False,False,False,True,True,True,1,0.5655640874187833,genre_clf
1547,LogisticRegression,False,False,False,True,True,True,2,0.5681482575310101,genre_clf
1548,LogisticRegression,False,False,False,True,True,True,3,0.5679267572356763,genre_clf
1549,LogisticRegression,False,False,False,True,True,True,4,0.5713969285292381,genre_clf
1550,NaiveBayes,False,False,False,True,True,True,0,0.30670407560543417,genre_clf
1551,NaiveBayes,False,False,False,True,True,True,1,0.2852923803898405,genre_clf
1552,NaiveBayes,False,False,False,True,True,True,2,0.2900915534554046,genre_clf
1553,NaiveBayes,False,False,False,True,True,True,3,0.31962492616656824,genre_clf
1554,NaiveBayes,False,False,False,True,True,True,4,0.3098789131718842,genre_clf
1555,MLPClassifier,False,False,False,True,True,True,0,0.5675575900767867,genre_clf
1556,MLPClassifier,False,False,False,True,True,True,1,0.57309509746013,genre_clf
1557,MLPClassifier,False,False,False,True,True,True,2,0.5701417601890136,genre_clf
1558,MLPClassifier,False,False,False,True,True,True,3,0.5739072652096869,genre_clf
1559,MLPClassifier,False,False,False,True,True,True,4,0.572209096278795,genre_clf
1560,LogisticRegression,True,True,True,True,False,False,0,0.6437536916715889,genre_clf
1561,LogisticRegression,True,True,True,True,False,False,1,0.6440490253987006,genre_clf
1562,LogisticRegression,True,True,True,True,False,False,2,0.6457471943295925,genre_clf
1563,LogisticRegression,True,True,True,True,False,False,3,0.6422770230360307,genre_clf
1564,LogisticRegression,True,True,True,True,False,False,4,0.6422770230360307,genre_clf
1565,NaiveBayes,True,True,True,True,False,False,0,0.20481393975191967,genre_clf
1566,NaiveBayes,True,True,True,True,False,False,1,0.18406674542232723,genre_clf
1567,NaiveBayes,True,True,True,True,False,False,2,0.17048139397519196,genre_clf
1568,NaiveBayes,True,True,True,True,False,False,3,0.1961015948021264,genre_clf
1569,NaiveBayes,True,True,True,True,False,False,4,0.19418192557590078,genre_clf
1570,MLPClassifier,True,True,True,True,False,False,0,0.6428676904902539,genre_clf
1571,MLPClassifier,True,True,True,True,False,False,1,0.6467070289427053,genre_clf
1572,MLPClassifier,True,True,True,True,False,False,2,0.6506202008269344,genre_clf
1573,MLPClassifier,True,True,True,True,False,False,3,0.6483313644418193,genre_clf
1574,MLPClassifier,True,True,True,True,False,False,4,0.6490696987595983,genre_clf
1575,LogisticRegression,True,True,True,False,True,False,0,0.6462640283520378,genre_clf
1576,LogisticRegression,True,True,True,False,True,False,1,0.6516538688718252,genre_clf
1577,LogisticRegression,True,True,True,False,True,False,2,0.6513585351447135,genre_clf
1578,LogisticRegression,True,True,True,False,True,False,3,0.6429415239220319,genre_clf
1579,LogisticRegression,True,True,True,False,True,False,4,0.64441819255759,genre_clf
1580,NaiveBayes,True,True,True,False,True,False,0,0.1863555818074424,genre_clf
1581,NaiveBayes,True,True,True,False,True,False,1,0.2081364441819256,genre_clf
1582,NaiveBayes,True,True,True,False,True,False,2,0.20090076786769048,genre_clf
1583,NaiveBayes,True,True,True,False,True,False,3,0.20407560543414058,genre_clf
1584,NaiveBayes,True,True,True,False,True,False,4,0.1993502658003544,genre_clf
1585,MLPClassifier,True,True,True,False,True,False,0,0.6467808623744832,genre_clf
1586,MLPClassifier,True,True,True,False,True,False,1,0.6481836975782634,genre_clf
1587,MLPClassifier,True,True,True,False,True,False,2,0.6479621972829297,genre_clf
1588,MLPClassifier,True,True,True,False,True,False,3,0.6549025398700532,genre_clf
1589,MLPClassifier,True,True,True,False,True,False,4,0.6433106910809214,genre_clf
1590,LogisticRegression,True,True,True,False,False,True,0,0.6480360307147076,genre_clf
1591,LogisticRegression,True,True,True,False,False,True,1,0.646928529238039,genre_clf
1592,LogisticRegression,True,True,True,False,False,True,2,0.6399143532191376,genre_clf
1593,LogisticRegression,True,True,True,False,False,True,3,0.6524660366213821,genre_clf
1594,LogisticRegression,True,True,True,False,False,True,4,0.6435321913762552,genre_clf
1595,NaiveBayes,True,True,True,False,False,True,0,0.20348493797991732,genre_clf
1596,NaiveBayes,True,True,True,False,False,True,1,0.19499409332545778,genre_clf
1597,NaiveBayes,True,True,True,False,False,True,2,0.20946544595392794,genre_clf
1598,NaiveBayes,True,True,True,False,False,True,3,0.18510041346721795,genre_clf
1599,NaiveBayes,True,True,True,False,False,True,4,0.1853219137625517,genre_clf
1600,MLPClassifier,True,True,True,False,False,True,0,0.64441819255759,genre_clf
1601,MLPClassifier,True,True,True,False,False,True,1,0.6467808623744832,genre_clf
1602,MLPClassifier,True,True,True,False,False,True,2,0.6484051978735972,genre_clf
1603,MLPClassifier,True,True,True,False,False,True,3,0.6515800354400473,genre_clf
1604,MLPClassifier,True,True,True,False,False,True,4,0.6421293561724749,genre_clf
1605,LogisticRegression,True,True,False,True,True,False,0,0.64441819255759,genre_clf
1606,LogisticRegression,True,True,False,True,True,False,1,0.6407265209686946,genre_clf
1607,LogisticRegression,True,True,False,True,True,False,2,0.6392498523331365,genre_clf
1608,LogisticRegression,True,True,False,True,True,False,3,0.6386591848789132,genre_clf
1609,LogisticRegression,True,True,False,True,True,False,4,0.6405050206733609,genre_clf
1610,NaiveBayes,True,True,False,True,True,False,0,0.16782339043118724,genre_clf
1611,NaiveBayes,True,True,False,True,True,False,1,0.18259007678676906,genre_clf
1612,NaiveBayes,True,True,False,True,True,False,2,0.17136739515652688,genre_clf
1613,NaiveBayes,True,True,False,True,True,False,3,0.1756497341996456,genre_clf
1614,NaiveBayes,True,True,False,True,True,False,4,0.17424689899586532,genre_clf
1615,MLPClassifier,True,True,False,True,True,False,0,0.6439013585351447,genre_clf
1616,MLPClassifier,True,True,False,True,True,False,1,0.6442705256940343,genre_clf
1617,MLPClassifier,True,True,False,True,True,False,2,0.6393975191966923,genre_clf
1618,MLPClassifier,True,True,False,True,True,False,3,0.6450826934435913,genre_clf
1619,MLPClassifier,True,True,False,True,True,False,4,0.6403573538098051,genre_clf
1620,LogisticRegression,True,True,False,True,False,True,0,0.6442705256940343,genre_clf
1621,LogisticRegression,True,True,False,True,False,True,1,0.6454518606024808,genre_clf
1622,LogisticRegression,True,True,False,True,False,True,2,0.646042528056704,genre_clf
1623,LogisticRegression,True,True,False,True,False,True,3,0.644492025989368,genre_clf
1624,LogisticRegression,True,True,False,True,False,True,4,0.6442705256940343,genre_clf
1625,NaiveBayes,True,True,False,True,False,True,0,0.18318074424099232,genre_clf
1626,NaiveBayes,True,True,False,True,False,True,1,0.18502658003544004,genre_clf
1627,NaiveBayes,True,True,False,True,False,True,2,0.19063792085056114,genre_clf
1628,NaiveBayes,True,True,False,True,False,True,3,0.17099822799763734,genre_clf
1629,NaiveBayes,True,True,False,True,False,True,4,0.17491139988186652,genre_clf
1630,MLPClassifier,True,True,False,True,False,True,0,0.6449350265800354,genre_clf
1631,MLPClassifier,True,True,False,True,False,True,1,0.6441228588304785,genre_clf
1632,MLPClassifier,True,True,False,True,False,True,2,0.6439751919669227,genre_clf
1633,MLPClassifier,True,True,False,True,False,True,3,0.6495126993502658,genre_clf
1634,MLPClassifier,True,True,False,True,False,True,4,0.6445658594211459,genre_clf
1635,LogisticRegression,True,True,False,False,True,True,0,0.6443443591258121,genre_clf
1636,LogisticRegression,True,True,False,False,True,True,1,0.6458210277613704,genre_clf
1637,LogisticRegression,True,True,False,False,True,True,2,0.6489958653278204,genre_clf
1638,LogisticRegression,True,True,False,False,True,True,3,0.6489958653278204,genre_clf
1639,LogisticRegression,True,True,False,False,True,True,4,0.650177200236267,genre_clf
1640,NaiveBayes,True,True,False,False,True,True,0,0.17328706438275251,genre_clf
1641,NaiveBayes,True,True,False,False,True,True,1,0.16538688718251623,genre_clf
1642,NaiveBayes,True,True,False,False,True,True,2,0.19019492025989368,genre_clf
1643,NaiveBayes,True,True,False,False,True,True,3,0.16605138806851744,genre_clf
1644,NaiveBayes,True,True,False,False,True,True,4,0.17284406379208506,genre_clf
1645,MLPClassifier,True,True,False,False,True,True,0,0.646116361488482,genre_clf
1646,MLPClassifier,True,True,False,False,True,True,1,0.6514323685764914,genre_clf
1647,MLPClassifier,True,True,False,False,True,True,2,0.6424985233313645,genre_clf
1648,MLPClassifier,True,True,False,False,True,True,3,0.6450826934435913,genre_clf
1649,MLPClassifier,True,True,False,False,True,True,4,0.6463378617838157,genre_clf
1650,LogisticRegression,True,False,True,True,True,False,0,0.6419816893089191,genre_clf
1651,LogisticRegression,True,False,True,True,True,False,1,0.6462640283520378,genre_clf
1652,LogisticRegression,True,False,True,True,True,False,2,0.6451565268753692,genre_clf
1653,LogisticRegression,True,False,True,True,True,False,3,0.6430153573538098,genre_clf
1654,LogisticRegression,True,False,True,True,True,False,4,0.6445658594211459,genre_clf
1655,NaiveBayes,True,False,True,True,True,False,0,0.2631423508564678,genre_clf
1656,NaiveBayes,True,False,True,True,True,False,1,0.2674246898995865,genre_clf
1657,NaiveBayes,True,False,True,True,True,False,2,0.2572356763142351,genre_clf
1658,NaiveBayes,True,False,True,True,True,False,3,0.261370348493798,genre_clf
1659,NaiveBayes,True,False,True,True,True,False,4,0.2631423508564678,genre_clf
1660,MLPClassifier,True,False,True,True,True,False,0,0.6489220318960425,genre_clf
1661,MLPClassifier,True,False,True,True,True,False,1,0.6455256940342587,genre_clf
1662,MLPClassifier,True,False,True,True,True,False,2,0.6473715298287065,genre_clf
1663,MLPClassifier,True,False,True,True,True,False,3,0.6418340224453633,genre_clf
1664,MLPClassifier,True,False,True,True,True,False,4,0.648552864737153,genre_clf
1665,LogisticRegression,True,False,True,True,False,True,0,0.6463378617838157,genre_clf
1666,LogisticRegression,True,False,True,True,False,True,1,0.6413910218546958,genre_clf
1667,LogisticRegression,True,False,True,True,False,True,2,0.6365918487891317,genre_clf
1668,LogisticRegression,True,False,True,True,False,True,3,0.6401358535144713,genre_clf
1669,LogisticRegression,True,False,True,True,False,True,4,0.6455995274660367,genre_clf
1670,NaiveBayes,True,False,True,True,False,True,0,0.2734051978735972,genre_clf
1671,NaiveBayes,True,False,True,True,False,True,1,0.24977849970466628,genre_clf
1672,NaiveBayes,True,False,True,True,False,True,2,0.2623301831069108,genre_clf
1673,NaiveBayes,True,False,True,True,False,True,3,0.2615918487891317,genre_clf
1674,NaiveBayes,True,False,True,True,False,True,4,0.26424985233313647,genre_clf
1675,MLPClassifier,True,False,True,True,False,True,0,0.6394713526284702,genre_clf
1676,MLPClassifier,True,False,True,True,False,True,1,0.6472976963969286,genre_clf
1677,MLPClassifier,True,False,True,True,False,True,2,0.6453780271707029,genre_clf
1678,MLPClassifier,True,False,True,True,False,True,3,0.6451565268753692,genre_clf
1679,MLPClassifier,True,False,True,True,False,True,4,0.6430153573538098,genre_clf
1680,LogisticRegression,True,False,True,False,True,True,0,0.6454518606024808,genre_clf
1681,LogisticRegression,True,False,True,False,True,True,1,0.6430891907855877,genre_clf
1682,LogisticRegression,True,False,True,False,True,True,2,0.6462640283520378,genre_clf
1683,LogisticRegression,True,False,True,False,True,True,3,0.6492173656231541,genre_clf
1684,LogisticRegression,True,False,True,False,True,True,4,0.650915534554046,genre_clf
1685,NaiveBayes,True,False,True,False,True,True,0,0.27517720023626696,genre_clf
1686,NaiveBayes,True,False,True,False,True,True,1,0.2669816893089191,genre_clf
1687,NaiveBayes,True,False,True,False,True,True,2,0.28795038393384526,genre_clf
1688,NaiveBayes,True,False,True,False,True,True,3,0.2923803898405198,genre_clf
1689,NaiveBayes,True,False,True,False,True,True,4,0.2711901949202599,genre_clf
1690,MLPClassifier,True,False,True,False,True,True,0,0.6562315416420555,genre_clf
1691,MLPClassifier,True,False,True,False,True,True,1,0.646116361488482,genre_clf
1692,MLPClassifier,True,False,True,False,True,True,2,0.6497341996455995,genre_clf
1693,MLPClassifier,True,False,True,False,True,True,3,0.653425871234495,genre_clf
1694,MLPClassifier,True,False,True,False,True,True,4,0.6487743650324868,genre_clf
1695,LogisticRegression,True,False,False,True,True,True,0,0.6419078558771412,genre_clf
1696,LogisticRegression,True,False,False,True,True,True,1,0.6445658594211459,genre_clf
1697,LogisticRegression,True,False,False,True,True,True,2,0.645304193738925,genre_clf
1698,LogisticRegression,True,False,False,True,True,True,3,0.6416863555818074,genre_clf
1699,LogisticRegression,True,False,False,True,True,True,4,0.6464116952155936,genre_clf
1700,NaiveBayes,True,False,False,True,True,True,0,0.24859716479621974,genre_clf
1701,NaiveBayes,True,False,False,True,True,True,1,0.2737743650324867,genre_clf
1702,NaiveBayes,True,False,False,True,True,True,2,0.2539870053160071,genre_clf
1703,NaiveBayes,True,False,False,True,True,True,3,0.26018901358535146,genre_clf
1704,NaiveBayes,True,False,False,True,True,True,4,0.2442409923213231,genre_clf
1705,MLPClassifier,True,False,False,True,True,True,0,0.6472976963969286,genre_clf
1706,MLPClassifier,True,False,False,True,True,True,1,0.6501033668044891,genre_clf
1707,MLPClassifier,True,False,False,True,True,True,2,0.6458210277613704,genre_clf
1708,MLPClassifier,True,False,False,True,True,True,3,0.6488481984642647,genre_clf
1709,MLPClassifier,True,False,False,True,True,True,4,0.6450088600118133,genre_clf
1710,LogisticRegression,False,True,True,True,True,False,0,0.5681482575310101,genre_clf
1711,LogisticRegression,False,True,True,True,True,False,1,0.5685174246898996,genre_clf
1712,LogisticRegression,False,True,True,True,True,False,2,0.5699202598936799,genre_clf
1713,LogisticRegression,False,True,True,True,True,False,3,0.568222090962788,genre_clf
1714,LogisticRegression,False,True,True,True,True,False,4,0.5676314235085647,genre_clf
1715,NaiveBayes,False,True,True,True,True,False,0,0.13696101594802126,genre_clf
1716,NaiveBayes,False,True,True,True,True,False,1,0.12566450088600117,genre_clf
1717,NaiveBayes,False,True,True,True,True,False,2,0.14500886001181335,genre_clf
1718,NaiveBayes,False,True,True,True,True,False,3,0.08217660956881276,genre_clf
1719,NaiveBayes,False,True,True,True,True,False,4,0.13356467808623745,genre_clf
1720,MLPClassifier,False,True,True,True,True,False,0,0.5713230950974602,genre_clf
1721,MLPClassifier,False,True,True,True,True,False,1,0.5690342587123449,genre_clf
1722,MLPClassifier,False,True,True,True,True,False,2,0.5720614294152392,genre_clf
1723,MLPClassifier,False,True,True,True,True,False,3,0.5716922622563497,genre_clf
1724,MLPClassifier,False,True,True,True,True,False,4,0.5668192557590077,genre_clf
1725,LogisticRegression,False,True,True,True,False,True,0,0.5719875959834613,genre_clf
1726,LogisticRegression,False,True,True,True,False,True,1,0.5719875959834613,genre_clf
1727,LogisticRegression,False,True,True,True,False,True,2,0.5730212640283521,genre_clf
1728,LogisticRegression,False,True,True,True,False,True,3,0.5728735971647962,genre_clf
1729,LogisticRegression,False,True,True,True,False,True,4,0.5712492616656822,genre_clf
1730,NaiveBayes,False,True,True,True,False,True,0,0.15062020082693445,genre_clf
1731,NaiveBayes,False,True,True,True,False,True,1,0.133933845245127,genre_clf
1732,NaiveBayes,False,True,True,True,False,True,2,0.12883933845245127,genre_clf
1733,NaiveBayes,False,True,True,True,False,True,3,0.11503248670998228,genre_clf
1734,NaiveBayes,False,True,True,True,False,True,4,0.11975782634376846,genre_clf
1735,MLPClassifier,False,True,True,True,False,True,0,0.5694772593030124,genre_clf
1736,MLPClassifier,False,True,True,True,False,True,1,0.5756792675723568,genre_clf
1737,MLPClassifier,False,True,True,True,False,True,2,0.57309509746013,genre_clf
1738,MLPClassifier,False,True,True,True,False,True,3,0.5725044300059067,genre_clf
1739,MLPClassifier,False,True,True,True,False,True,4,0.5731689308919079,genre_clf
1740,LogisticRegression,False,True,True,False,True,True,0,0.5784111045481394,genre_clf
1741,LogisticRegression,False,True,True,False,True,True,1,0.5750886001181335,genre_clf
1742,LogisticRegression,False,True,True,False,True,True,2,0.576343768458358,genre_clf
1743,LogisticRegression,False,True,True,False,True,True,3,0.5759007678676905,genre_clf
1744,LogisticRegression,False,True,True,False,True,True,4,0.5744240992321323,genre_clf
1745,NaiveBayes,False,True,True,False,True,True,0,0.1560100413467218,genre_clf
1746,NaiveBayes,False,True,True,False,True,True,1,0.10742764323685765,genre_clf
1747,NaiveBayes,False,True,True,False,True,True,2,0.1291346721795629,genre_clf
1748,NaiveBayes,False,True,True,False,True,True,3,0.12322799763733018,genre_clf
1749,NaiveBayes,False,True,True,False,True,True,4,0.15084170112226816,genre_clf
1750,MLPClassifier,False,True,True,False,True,True,0,0.5783372711163615,genre_clf
1751,MLPClassifier,False,True,True,False,True,True,1,0.5751624335499114,genre_clf
1752,MLPClassifier,False,True,True,False,True,True,2,0.5772297696396929,genre_clf
1753,MLPClassifier,False,True,True,False,True,True,3,0.5801092734790313,genre_clf
1754,MLPClassifier,False,True,True,False,True,True,4,0.5773774365032487,genre_clf
1755,LogisticRegression,False,True,False,True,True,True,0,0.5711015948021264,genre_clf
1756,LogisticRegression,False,True,False,True,True,True,1,0.5764176018901358,genre_clf
1757,LogisticRegression,False,True,False,True,True,True,2,0.5679267572356763,genre_clf
1758,LogisticRegression,False,True,False,True,True,True,3,0.5746455995274661,genre_clf
1759,LogisticRegression,False,True,False,True,True,True,4,0.5751624335499114,genre_clf
1760,NaiveBayes,False,True,False,True,True,True,0,0.15231836975782634,genre_clf
1761,NaiveBayes,False,True,False,True,True,True,1,0.12263733018310691,genre_clf
1762,NaiveBayes,False,True,False,True,True,True,2,0.12802717070289427,genre_clf
1763,NaiveBayes,False,True,False,True,True,True,3,0.0963526284701713,genre_clf
1764,NaiveBayes,False,True,False,True,True,True,4,0.11953632604843473,genre_clf
1765,MLPClassifier,False,True,False,True,True,True,0,0.5742025989367986,genre_clf
1766,MLPClassifier,False,True,False,True,True,True,1,0.5718399291199054,genre_clf
1767,MLPClassifier,False,True,False,True,True,True,2,0.5699940933254578,genre_clf
1768,MLPClassifier,False,True,False,True,True,True,3,0.5756054341405789,genre_clf
1769,MLPClassifier,False,True,False,True,True,True,4,0.5733165977554636,genre_clf
1770,LogisticRegression,False,False,True,True,True,True,0,0.5734642646190194,genre_clf
1771,LogisticRegression,False,False,True,True,True,True,1,0.5706585942114589,genre_clf
1772,LogisticRegression,False,False,True,True,True,True,2,0.5727997637330183,genre_clf
1773,LogisticRegression,False,False,True,True,True,True,3,0.5746455995274661,genre_clf
1774,LogisticRegression,False,False,True,True,True,True,4,0.5742764323685765,genre_clf
1775,NaiveBayes,False,False,True,True,True,True,0,0.19167158889545186,genre_clf
1776,NaiveBayes,False,False,True,True,True,True,1,0.18820141760189013,genre_clf
1777,NaiveBayes,False,False,True,True,True,True,2,0.18893975191966922,genre_clf
1778,NaiveBayes,False,False,True,True,True,True,3,0.18318074424099232,genre_clf
1779,NaiveBayes,False,False,True,True,True,True,4,0.23796515062020082,genre_clf
1780,MLPClassifier,False,False,True,True,True,True,0,0.581955109273479,genre_clf
1781,MLPClassifier,False,False,True,True,True,True,1,0.5793709391612523,genre_clf
1782,MLPClassifier,False,False,True,True,True,True,2,0.5805522740696988,genre_clf
1783,MLPClassifier,False,False,True,True,True,True,3,0.5739810986414648,genre_clf
1784,MLPClassifier,False,False,True,True,True,True,4,0.5733165977554636,genre_clf
1785,LogisticRegression,True,True,True,True,True,False,0,0.6418340224453633,genre_clf
1786,LogisticRegression,True,True,True,True,True,False,1,0.6491435321913762,genre_clf
1787,LogisticRegression,True,True,True,True,True,False,2,0.6475930301240401,genre_clf
1788,LogisticRegression,True,True,True,True,True,False,3,0.6474453632604843,genre_clf
1789,LogisticRegression,True,True,True,True,True,False,4,0.648552864737153,genre_clf
1790,NaiveBayes,True,True,True,True,True,False,0,0.18081807442409922,genre_clf
1791,NaiveBayes,True,True,True,True,True,False,1,0.1944772593030124,genre_clf
1792,NaiveBayes,True,True,True,True,True,False,2,0.17919373892498525,genre_clf
1793,NaiveBayes,True,True,True,True,True,False,3,0.18502658003544004,genre_clf
1794,NaiveBayes,True,True,True,True,True,False,4,0.1975782634376846,genre_clf
1795,MLPClassifier,True,True,True,True,True,False,0,0.6487005316007088,genre_clf
1796,MLPClassifier,True,True,True,True,True,False,1,0.6481098641464855,genre_clf
1797,MLPClassifier,True,True,True,True,True,False,2,0.6450088600118133,genre_clf
1798,MLPClassifier,True,True,True,True,True,False,3,0.64441819255759,genre_clf
1799,MLPClassifier,True,True,True,True,True,False,4,0.6462640283520378,genre_clf
1800,LogisticRegression,True,True,True,True,False,True,0,0.6475930301240401,genre_clf
1801,LogisticRegression,True,True,True,True,False,True,1,0.6430153573538098,genre_clf
1802,LogisticRegression,True,True,True,True,False,True,2,0.6479621972829297,genre_clf
1803,LogisticRegression,True,True,True,True,False,True,3,0.6500295333727112,genre_clf
1804,LogisticRegression,True,True,True,True,False,True,4,0.6464116952155936,genre_clf
1805,NaiveBayes,True,True,True,True,False,True,0,0.20082693443591257,genre_clf
1806,NaiveBayes,True,True,True,True,False,True,1,0.1986119314825753,genre_clf
1807,NaiveBayes,True,True,True,True,False,True,2,0.22039279385705848,genre_clf
1808,NaiveBayes,True,True,True,True,False,True,3,0.20149143532191377,genre_clf
1809,NaiveBayes,True,True,True,True,False,True,4,0.19809509746012996,genre_clf
1810,MLPClassifier,True,True,True,True,False,True,0,0.6508417011222681,genre_clf
1811,MLPClassifier,True,True,True,True,False,True,1,0.6459686946249261,genre_clf
1812,MLPClassifier,True,True,True,True,False,True,2,0.6536473715298287,genre_clf
1813,MLPClassifier,True,True,True,True,False,True,3,0.6484051978735972,genre_clf
1814,MLPClassifier,True,True,True,True,False,True,4,0.6472976963969286,genre_clf
1815,LogisticRegression,True,True,True,False,True,True,0,0.6473715298287065,genre_clf
1816,LogisticRegression,True,True,True,False,True,True,1,0.6489958653278204,genre_clf
1817,LogisticRegression,True,True,True,False,True,True,2,0.6494388659184879,genre_clf
1818,LogisticRegression,True,True,True,False,True,True,3,0.6502510336680449,genre_clf
1819,LogisticRegression,True,True,True,False,True,True,4,0.6502510336680449,genre_clf
1820,NaiveBayes,True,True,True,False,True,True,0,0.20222976963969286,genre_clf
1821,NaiveBayes,True,True,True,False,True,True,1,0.21847312463083285,genre_clf
1822,NaiveBayes,True,True,True,False,True,True,2,0.19093325457767277,genre_clf
1823,NaiveBayes,True,True,True,False,True,True,3,0.22164796219728292,genre_clf
1824,NaiveBayes,True,True,True,False,True,True,4,0.20149143532191377,genre_clf
1825,MLPClassifier,True,True,True,False,True,True,0,0.6547548730064974,genre_clf
1826,MLPClassifier,True,True,True,False,True,True,1,0.64936503248671,genre_clf
1827,MLPClassifier,True,True,True,False,True,True,2,0.6464855286473715,genre_clf
1828,MLPClassifier,True,True,True,False,True,True,3,0.6526875369167159,genre_clf
1829,MLPClassifier,True,True,True,False,True,True,4,0.6472238629651507,genre_clf
1830,LogisticRegression,True,True,False,True,True,True,0,0.6472238629651507,genre_clf
1831,LogisticRegression,True,True,False,True,True,True,1,0.6520968694624926,genre_clf
1832,LogisticRegression,True,True,False,True,True,True,2,0.6456733608978146,genre_clf
1833,LogisticRegression,True,True,False,True,True,True,3,0.6456733608978146,genre_clf
1834,LogisticRegression,True,True,False,True,True,True,4,0.6522445363260484,genre_clf
1835,NaiveBayes,True,True,False,True,True,True,0,0.16228588304784405,genre_clf
1836,NaiveBayes,True,True,False,True,True,True,1,0.1836975782634377,genre_clf
1837,NaiveBayes,True,True,False,True,True,True,2,0.2011961015948021,genre_clf
1838,NaiveBayes,True,True,False,True,True,True,3,0.16730655640874187,genre_clf
1839,NaiveBayes,True,True,False,True,True,True,4,0.18997341996455996,genre_clf
1840,MLPClassifier,True,True,False,True,True,True,0,0.6517277023036031,genre_clf
1841,MLPClassifier,True,True,False,True,True,True,1,0.6506202008269344,genre_clf
1842,MLPClassifier,True,True,False,True,True,True,2,0.6531305375073834,genre_clf
1843,MLPClassifier,True,True,False,True,True,True,3,0.6454518606024808,genre_clf
1844,MLPClassifier,True,True,False,True,True,True,4,0.647666863555818,genre_clf
1845,LogisticRegression,True,False,True,True,True,True,0,0.6541642055522741,genre_clf
1846,LogisticRegression,True,False,True,True,True,True,1,0.64936503248671,genre_clf
1847,LogisticRegression,True,False,True,True,True,True,2,0.646116361488482,genre_clf
1848,LogisticRegression,True,False,True,True,True,True,3,0.6512108682811577,genre_clf
1849,LogisticRegression,True,False,True,True,True,True,4,0.6520230360307147,genre_clf
1850,NaiveBayes,True,False,True,True,True,True,0,0.26565268753691673,genre_clf
1851,NaiveBayes,True,False,True,True,True,True,1,0.2889102185469581,genre_clf
1852,NaiveBayes,True,False,True,True,True,True,2,0.26646485528647373,genre_clf
1853,NaiveBayes,True,False,True,True,True,True,3,0.27362669816893087,genre_clf
1854,NaiveBayes,True,False,True,True,True,True,4,0.2818222090962788,genre_clf
1855,MLPClassifier,True,False,True,True,True,True,0,0.6484051978735972,genre_clf
1856,MLPClassifier,True,False,True,True,True,True,1,0.6521707028942705,genre_clf
1857,MLPClassifier,True,False,True,True,True,True,2,0.646928529238039,genre_clf
1858,MLPClassifier,True,False,True,True,True,True,3,0.6495865327820437,genre_clf
1859,MLPClassifier,True,False,True,True,True,True,4,0.6520968694624926,genre_clf
1860,LogisticRegression,False,True,True,True,True,True,0,0.5790017720023627,genre_clf
1861,LogisticRegression,False,True,True,True,True,True,1,0.5786326048434731,genre_clf
1862,LogisticRegression,False,True,True,True,True,True,2,0.5761961015948022,genre_clf
1863,LogisticRegression,False,True,True,True,True,True,3,0.5730212640283521,genre_clf
1864,LogisticRegression,False,True,True,True,True,True,4,0.5781896042528056,genre_clf
1865,NaiveBayes,False,True,True,True,True,True,0,0.08608978145304194,genre_clf
1866,NaiveBayes,False,True,True,True,True,True,1,0.13105434140578853,genre_clf
1867,NaiveBayes,False,True,True,True,True,True,2,0.12632900177200238,genre_clf
1868,NaiveBayes,False,True,True,True,True,True,3,0.10713230950974602,genre_clf
1869,NaiveBayes,False,True,True,True,True,True,4,0.131497341996456,genre_clf
1870,MLPClassifier,False,True,True,True,True,True,0,0.581142941523922,genre_clf
1871,MLPClassifier,False,True,True,True,True,True,1,0.5753839338452451,genre_clf
1872,MLPClassifier,False,True,True,True,True,True,2,0.5768606024808033,genre_clf
1873,MLPClassifier,False,True,True,True,True,True,3,0.5785587714116952,genre_clf
1874,MLPClassifier,False,True,True,True,True,True,4,0.5764914353219137,genre_clf
1875,LogisticRegression,True,True,True,True,True,True,0,0.6488481984642647,genre_clf
1876,LogisticRegression,True,True,True,True,True,True,1,0.6455995274660367,genre_clf
1877,LogisticRegression,True,True,True,True,True,True,2,0.6536473715298287,genre_clf
1878,LogisticRegression,True,True,True,True,True,True,3,0.6516538688718252,genre_clf
1879,LogisticRegression,True,True,True,True,True,True,4,0.6522445363260484,genre_clf
1880,NaiveBayes,True,True,True,True,True,True,0,0.20939161252215002,genre_clf
1881,NaiveBayes,True,True,True,True,True,True,1,0.19418192557590078,genre_clf
1882,NaiveBayes,True,True,True,True,True,True,2,0.2009746012994684,genre_clf
1883,NaiveBayes,True,True,True,True,True,True,3,0.2221647962197283,genre_clf
1884,NaiveBayes,True,True,True,True,True,True,4,0.1992025989367986,genre_clf
1885,MLPClassifier,True,True,True,True,True,True,0,0.6447873597164796,genre_clf
