,model,audio,liwc,value,personality,linguistic,topic,trial,score,task
761,MLPClassifier,True,False,False,True,True,True,1,0.8111002174975018,auto_tag
762,MLPClassifier,True,False,False,True,True,True,2,0.813459577218143,auto_tag
763,MLPClassifier,True,False,False,True,True,True,3,0.8119677639698588,auto_tag
764,MLPClassifier,True,False,False,True,True,True,4,0.8078288636976322,auto_tag
765,LogisticRegression,False,True,True,True,True,False,0,0.741553016856627,auto_tag
766,LogisticRegression,False,True,True,True,True,False,1,0.7430306260882366,auto_tag
767,LogisticRegression,False,True,True,True,True,False,2,0.7438321271032651,auto_tag
768,LogisticRegression,False,True,True,True,True,False,3,0.743624874607535,auto_tag
769,LogisticRegression,False,True,True,True,True,False,4,0.7443804749745971,auto_tag
770,NaiveBayes,False,True,True,True,True,False,0,0.5758420772448961,auto_tag
771,NaiveBayes,False,True,True,True,True,False,1,0.595379199125893,auto_tag
772,NaiveBayes,False,True,True,True,True,False,2,0.5816880226722039,auto_tag
773,NaiveBayes,False,True,True,True,True,False,3,0.590502801900515,auto_tag
774,NaiveBayes,False,True,True,True,True,False,4,0.5954045546623619,auto_tag
775,MLPClassifier,False,True,True,True,True,False,0,0.7501954909974664,auto_tag
776,MLPClassifier,False,True,True,True,True,False,1,0.7466257476091994,auto_tag
777,MLPClassifier,False,True,True,True,True,False,2,0.7519410186597121,auto_tag
778,MLPClassifier,False,True,True,True,True,False,3,0.7479942224419115,auto_tag
779,MLPClassifier,False,True,True,True,True,False,4,0.7503999763240062,auto_tag
780,LogisticRegression,False,True,True,True,False,True,0,0.7440699321518761,auto_tag
781,LogisticRegression,False,True,True,True,False,True,1,0.7454351513160916,auto_tag
782,LogisticRegression,False,True,True,True,False,True,2,0.7445393549244244,auto_tag
783,LogisticRegression,False,True,True,True,False,True,3,0.7479057712617074,auto_tag
784,LogisticRegression,False,True,True,True,False,True,4,0.744674722863205,auto_tag
785,NaiveBayes,False,True,True,True,False,True,0,0.5632399311516934,auto_tag
786,NaiveBayes,False,True,True,True,False,True,1,0.5683928880426685,auto_tag
787,NaiveBayes,False,True,True,True,False,True,2,0.5694423260493737,auto_tag
788,NaiveBayes,False,True,True,True,False,True,3,0.5931985976479968,auto_tag
789,NaiveBayes,False,True,True,True,False,True,4,0.5633180103940202,auto_tag
790,MLPClassifier,False,True,True,True,False,True,0,0.7501666291744894,auto_tag
791,MLPClassifier,False,True,True,True,False,True,1,0.7516098908267476,auto_tag
792,MLPClassifier,False,True,True,True,False,True,2,0.7488814985529254,auto_tag
793,MLPClassifier,False,True,True,True,False,True,3,0.7519892228402665,auto_tag
794,MLPClassifier,False,True,True,True,False,True,4,0.7414584673605221,auto_tag
795,LogisticRegression,False,True,True,False,True,True,0,0.7480317147208572,auto_tag
796,LogisticRegression,False,True,True,False,True,True,1,0.7478829960716166,auto_tag
797,LogisticRegression,False,True,True,False,True,True,2,0.7469386572068534,auto_tag
798,LogisticRegression,False,True,True,False,True,True,3,0.7485127905102006,auto_tag
799,LogisticRegression,False,True,True,False,True,True,4,0.7474770327833168,auto_tag
800,NaiveBayes,False,True,True,False,True,True,0,0.5852334980515842,auto_tag
801,NaiveBayes,False,True,True,False,True,True,1,0.5816634147474699,auto_tag
802,NaiveBayes,False,True,True,False,True,True,2,0.5818594513347272,auto_tag
803,NaiveBayes,False,True,True,False,True,True,3,0.5806986605985994,auto_tag
804,NaiveBayes,False,True,True,False,True,True,4,0.5869805346127462,auto_tag
805,MLPClassifier,False,True,True,False,True,True,0,0.7493383871491631,auto_tag
806,MLPClassifier,False,True,True,False,True,True,1,0.7508425657525336,auto_tag
807,MLPClassifier,False,True,True,False,True,True,2,0.75242635124726,auto_tag
808,MLPClassifier,False,True,True,False,True,True,3,0.7515068771547871,auto_tag
809,MLPClassifier,False,True,True,False,True,True,4,0.7484734472467787,auto_tag
810,LogisticRegression,False,True,False,True,True,True,0,0.7453213770949467,auto_tag
811,LogisticRegression,False,True,False,True,True,True,1,0.7412915592434562,auto_tag
812,LogisticRegression,False,True,False,True,True,True,2,0.7426887956934883,auto_tag
813,LogisticRegression,False,True,False,True,True,True,3,0.7402114684250426,auto_tag
814,LogisticRegression,False,True,False,True,True,True,4,0.7427242632098751,auto_tag
815,NaiveBayes,False,True,False,True,True,True,0,0.5286679453396632,auto_tag
816,NaiveBayes,False,True,False,True,True,True,1,0.5632922495711872,auto_tag
817,NaiveBayes,False,True,False,True,True,True,2,0.5570099718540878,auto_tag
818,NaiveBayes,False,True,False,True,True,True,3,0.5518343537022106,auto_tag
819,NaiveBayes,False,True,False,True,True,True,4,0.5492374466669816,auto_tag
820,MLPClassifier,False,True,False,True,True,True,0,0.7487211255384828,auto_tag
821,MLPClassifier,False,True,False,True,True,True,1,0.7496018974844376,auto_tag
822,MLPClassifier,False,True,False,True,True,True,2,0.7477326294796495,auto_tag
823,MLPClassifier,False,True,False,True,True,True,3,0.7492068148561235,auto_tag
824,MLPClassifier,False,True,False,True,True,True,4,0.7448430800659794,auto_tag
825,LogisticRegression,False,False,True,True,True,True,0,0.7439345251411612,auto_tag
826,LogisticRegression,False,False,True,True,True,True,1,0.7443864788121435,auto_tag
827,LogisticRegression,False,False,True,True,True,True,2,0.7441963241856836,auto_tag
828,LogisticRegression,False,False,True,True,True,True,3,0.7452988292265582,auto_tag
829,LogisticRegression,False,False,True,True,True,True,4,0.7454431783977848,auto_tag
830,NaiveBayes,False,False,True,True,True,True,0,0.5967406511733198,auto_tag
831,NaiveBayes,False,False,True,True,True,True,1,0.6128312037856202,auto_tag
832,NaiveBayes,False,False,True,True,True,True,2,0.6396885128438917,auto_tag
833,NaiveBayes,False,False,True,True,True,True,3,0.6369132783850263,auto_tag
834,NaiveBayes,False,False,True,True,True,True,4,0.5874052944252742,auto_tag
835,MLPClassifier,False,False,True,True,True,True,0,0.7483341945035955,auto_tag
836,MLPClassifier,False,False,True,True,True,True,1,0.7507263415392951,auto_tag
837,MLPClassifier,False,False,True,True,True,True,2,0.7512937003034598,auto_tag
838,MLPClassifier,False,False,True,True,True,True,3,0.7495792077174294,auto_tag
839,MLPClassifier,False,False,True,True,True,True,4,0.7497496080846061,auto_tag
840,LogisticRegression,True,True,True,True,True,False,0,0.8055452694980925,auto_tag
841,LogisticRegression,True,True,True,True,True,False,1,0.8058144767686234,auto_tag
842,LogisticRegression,True,True,True,True,True,False,2,0.8037096283537863,auto_tag
843,LogisticRegression,True,True,True,True,True,False,3,0.8043101561111439,auto_tag
844,LogisticRegression,True,True,True,True,True,False,4,0.8040492837535831,auto_tag
845,NaiveBayes,True,True,True,True,True,False,0,0.6800103700273241,auto_tag
846,NaiveBayes,True,True,True,True,True,False,1,0.6770144062375817,auto_tag
847,NaiveBayes,True,True,True,True,True,False,2,0.6892536507999907,auto_tag
848,NaiveBayes,True,True,True,True,True,False,3,0.6848728539694532,auto_tag
849,NaiveBayes,True,True,True,True,True,False,4,0.6858544014695792,auto_tag
850,MLPClassifier,True,True,True,True,True,False,0,0.8122782841452972,auto_tag
851,MLPClassifier,True,True,True,True,True,False,1,0.810832814050883,auto_tag
852,MLPClassifier,True,True,True,True,True,False,2,0.8135414537692169,auto_tag
853,MLPClassifier,True,True,True,True,True,False,3,0.8115138436676677,auto_tag
854,MLPClassifier,True,True,True,True,True,False,4,0.8143850998405149,auto_tag
855,LogisticRegression,True,True,True,True,False,True,0,0.8042375983228819,auto_tag
856,LogisticRegression,True,True,True,True,False,True,1,0.8047963939458291,auto_tag
857,LogisticRegression,True,True,True,True,False,True,2,0.8039535300115971,auto_tag
858,LogisticRegression,True,True,True,True,False,True,3,0.8046541664603866,auto_tag
859,LogisticRegression,True,True,True,True,False,True,4,0.8039942851982694,auto_tag
860,NaiveBayes,True,True,True,True,False,True,0,0.6804056775573788,auto_tag
861,NaiveBayes,True,True,True,True,False,True,1,0.674735065964285,auto_tag
862,NaiveBayes,True,True,True,True,False,True,2,0.6739249680779587,auto_tag
863,NaiveBayes,True,True,True,True,False,True,3,0.6786421279559907,auto_tag
864,NaiveBayes,True,True,True,True,False,True,4,0.6834499292753254,auto_tag
865,MLPClassifier,True,True,True,True,False,True,0,0.8135586107293741,auto_tag
866,MLPClassifier,True,True,True,True,False,True,1,0.8138185259560055,auto_tag
867,MLPClassifier,True,True,True,True,False,True,2,0.8127127715351883,auto_tag
868,MLPClassifier,True,True,True,True,False,True,3,0.8132718557975208,auto_tag
869,MLPClassifier,True,True,True,True,False,True,4,0.8132464913938328,auto_tag
870,LogisticRegression,True,True,True,False,True,True,0,0.806095862010532,auto_tag
871,LogisticRegression,True,True,True,False,True,True,1,0.8059313310450872,auto_tag
872,LogisticRegression,True,True,True,False,True,True,2,0.8068165070507768,auto_tag
873,LogisticRegression,True,True,True,False,True,True,3,0.804183418852636,auto_tag
874,LogisticRegression,True,True,True,False,True,True,4,0.8056460551610233,auto_tag
875,NaiveBayes,True,True,True,False,True,True,0,0.6691910657499757,auto_tag
876,NaiveBayes,True,True,True,False,True,True,1,0.6769601290122478,auto_tag
877,NaiveBayes,True,True,True,False,True,True,2,0.6732138156042837,auto_tag
878,NaiveBayes,True,True,True,False,True,True,3,0.6688270811845226,auto_tag
879,NaiveBayes,True,True,True,False,True,True,4,0.6724969469328159,auto_tag
880,MLPClassifier,True,True,True,False,True,True,0,0.8169896618968715,auto_tag
881,MLPClassifier,True,True,True,False,True,True,1,0.8137043844568465,auto_tag
882,MLPClassifier,True,True,True,False,True,True,2,0.8137894143545693,auto_tag
883,MLPClassifier,True,True,True,False,True,True,3,0.8147532695037689,auto_tag
884,MLPClassifier,True,True,True,False,True,True,4,0.8157691443328661,auto_tag
885,LogisticRegression,True,True,False,True,True,True,0,0.8038106298918866,auto_tag
886,LogisticRegression,True,True,False,True,True,True,1,0.8049102660124614,auto_tag
887,LogisticRegression,True,True,False,True,True,True,2,0.8034465829563239,auto_tag
888,LogisticRegression,True,True,False,True,True,True,3,0.8015990716125162,auto_tag
889,LogisticRegression,True,True,False,True,True,True,4,0.8053883373539228,auto_tag
890,NaiveBayes,True,True,False,True,True,True,0,0.6506460767713859,auto_tag
891,NaiveBayes,True,True,False,True,True,True,1,0.6787742405436178,auto_tag
892,NaiveBayes,True,True,False,True,True,True,2,0.6708882225119264,auto_tag
893,NaiveBayes,True,True,False,True,True,True,3,0.6649159341590154,auto_tag
894,NaiveBayes,True,True,False,True,True,True,4,0.6784798332930078,auto_tag
895,MLPClassifier,True,True,False,True,True,True,0,0.8128099365973507,auto_tag
896,MLPClassifier,True,True,False,True,True,True,1,0.8139123300677047,auto_tag
897,MLPClassifier,True,True,False,True,True,True,2,0.8128110967044617,auto_tag
898,MLPClassifier,True,True,False,True,True,True,3,0.8143351388942227,auto_tag
899,MLPClassifier,True,True,False,True,True,True,4,0.8124055302386375,auto_tag
900,LogisticRegression,True,False,True,True,True,True,0,0.8043572297061289,auto_tag
901,LogisticRegression,True,False,True,True,True,True,1,0.8027360748331274,auto_tag
902,LogisticRegression,True,False,True,True,True,True,2,0.8055015315571674,auto_tag
903,LogisticRegression,True,False,True,True,True,True,3,0.8041978687183972,auto_tag
904,LogisticRegression,True,False,True,True,True,True,4,0.8044704563086118,auto_tag
905,NaiveBayes,True,False,True,True,True,True,0,0.6851865133872779,auto_tag
906,NaiveBayes,True,False,True,True,True,True,1,0.6855747718413762,auto_tag
907,NaiveBayes,True,False,True,True,True,True,2,0.685289337191303,auto_tag
908,NaiveBayes,True,False,True,True,True,True,3,0.6835684027653827,auto_tag
909,NaiveBayes,True,False,True,True,True,True,4,0.6817322144630564,auto_tag
910,MLPClassifier,True,False,True,True,True,True,0,0.8132721296065445,auto_tag
911,MLPClassifier,True,False,True,True,True,True,1,0.8140062760292913,auto_tag
912,MLPClassifier,True,False,True,True,True,True,2,0.8109053614257727,auto_tag
913,MLPClassifier,True,False,True,True,True,True,3,0.8130491544229911,auto_tag
914,MLPClassifier,True,False,True,True,True,True,4,0.8148939452339709,auto_tag
915,LogisticRegression,False,True,True,True,True,True,0,0.7488764199739107,auto_tag
916,LogisticRegression,False,True,True,True,True,True,1,0.7479794253011763,auto_tag
917,LogisticRegression,False,True,True,True,True,True,2,0.7492923560614952,auto_tag
918,LogisticRegression,False,True,True,True,True,True,3,0.7461672344247383,auto_tag
919,LogisticRegression,False,True,True,True,True,True,4,0.7502655176387234,auto_tag
920,NaiveBayes,False,True,True,True,True,True,0,0.5885883550097956,auto_tag
921,NaiveBayes,False,True,True,True,True,True,1,0.5879936147670943,auto_tag
922,NaiveBayes,False,True,True,True,True,True,2,0.5819954907885945,auto_tag
923,NaiveBayes,False,True,True,True,True,True,3,0.5752437609671605,auto_tag
924,NaiveBayes,False,True,True,True,True,True,4,0.5991586264371948,auto_tag
925,MLPClassifier,False,True,True,True,True,True,0,0.7518886340170721,auto_tag
926,MLPClassifier,False,True,True,True,True,True,1,0.7517197254118149,auto_tag
927,MLPClassifier,False,True,True,True,True,True,2,0.7530255945371226,auto_tag
928,MLPClassifier,False,True,True,True,True,True,3,0.7505823645433036,auto_tag
929,MLPClassifier,False,True,True,True,True,True,4,0.7521131578706421,auto_tag
930,LogisticRegression,True,True,True,True,True,True,0,0.8049625881791849,auto_tag
931,LogisticRegression,True,True,True,True,True,True,1,0.8056024400591205,auto_tag
932,LogisticRegression,True,True,True,True,True,True,2,0.8061523699761559,auto_tag
933,LogisticRegression,True,True,True,True,True,True,3,0.8047170478101371,auto_tag
934,LogisticRegression,True,True,True,True,True,True,4,0.8070939057179564,auto_tag
935,NaiveBayes,True,True,True,True,True,True,0,0.6787818962285586,auto_tag
936,NaiveBayes,True,True,True,True,True,True,1,0.6784792423731041,auto_tag
937,NaiveBayes,True,True,True,True,True,True,2,0.6743511839687897,auto_tag
938,NaiveBayes,True,True,True,True,True,True,3,0.6831740359743017,auto_tag
939,NaiveBayes,True,True,True,True,True,True,4,0.6831352102414754,auto_tag
940,MLPClassifier,True,True,True,True,True,True,0,0.816114053955385,auto_tag
941,MLPClassifier,True,True,True,True,True,True,1,0.8129000846728364,auto_tag
942,MLPClassifier,True,True,True,True,True,True,2,0.8149425784977046,auto_tag
943,MLPClassifier,True,True,True,True,True,True,3,0.8152742333611451,auto_tag
944,MLPClassifier,True,True,True,True,True,True,4,0.8152632475094422,auto_tag
945,LogisticRegression,True,False,False,False,False,False,0,0.6237448316597756,genre_clf
946,LogisticRegression,True,False,False,False,False,False,1,0.6255168340224454,genre_clf
947,LogisticRegression,True,False,False,False,False,False,2,0.6186503248670998,genre_clf
948,LogisticRegression,True,False,False,False,False,False,3,0.6236709982279977,genre_clf
949,LogisticRegression,True,False,False,False,False,False,4,0.618502658003544,genre_clf
950,NaiveBayes,True,False,False,False,False,False,0,0.21500295333727112,genre_clf
951,NaiveBayes,True,False,False,False,False,False,1,0.22105729474305966,genre_clf
952,NaiveBayes,True,False,False,False,False,False,2,0.22371529828706438,genre_clf
953,NaiveBayes,True,False,False,False,False,False,3,0.22039279385705848,genre_clf
954,NaiveBayes,True,False,False,False,False,False,4,0.22098346131128174,genre_clf
955,MLPClassifier,True,False,False,False,False,False,0,0.6252953337271117,genre_clf
956,MLPClassifier,True,False,False,False,False,False,1,0.6203484937979917,genre_clf
957,MLPClassifier,True,False,False,False,False,False,2,0.617690490253987,genre_clf
958,MLPClassifier,True,False,False,False,False,False,3,0.6230803307737743,genre_clf
959,MLPClassifier,True,False,False,False,False,False,4,0.6275841701122268,genre_clf
960,LogisticRegression,False,True,False,False,False,False,0,0.5476225634967513,genre_clf
961,LogisticRegression,False,True,False,False,False,False,1,0.5473272297696397,genre_clf
962,LogisticRegression,False,True,False,False,False,False,2,0.5480655640874188,genre_clf
963,LogisticRegression,False,True,False,False,False,False,3,0.5464412285883048,genre_clf
964,LogisticRegression,False,True,False,False,False,False,4,0.5478440637920851,genre_clf
965,NaiveBayes,False,True,False,False,False,False,0,0.05751624335499114,genre_clf
966,NaiveBayes,False,True,False,False,False,False,1,0.05293857058476078,genre_clf
967,NaiveBayes,False,True,False,False,False,False,2,0.06305375073833432,genre_clf
968,NaiveBayes,False,True,False,False,False,False,3,0.05463673951565269,genre_clf
969,NaiveBayes,False,True,False,False,False,False,4,0.06497341996455995,genre_clf
970,MLPClassifier,False,True,False,False,False,False,0,0.5539722386296515,genre_clf
971,MLPClassifier,False,True,False,False,False,False,1,0.5482870643827525,genre_clf
972,MLPClassifier,False,True,False,False,False,False,2,0.5504282339043118,genre_clf
973,MLPClassifier,False,True,False,False,False,False,3,0.5522002362669817,genre_clf
974,MLPClassifier,False,True,False,False,False,False,4,0.5525694034258712,genre_clf
975,LogisticRegression,False,False,True,False,False,False,0,0.5337418783225044,genre_clf
976,LogisticRegression,False,False,True,False,False,False,1,0.5330035440047254,genre_clf
977,LogisticRegression,False,False,True,False,False,False,2,0.5343325457767277,genre_clf
978,LogisticRegression,False,False,True,False,False,False,3,0.5333727111636148,genre_clf
979,LogisticRegression,False,False,True,False,False,False,4,0.5347017129356173,genre_clf
980,NaiveBayes,False,False,True,False,False,False,0,0.1706290608387478,genre_clf
981,NaiveBayes,False,False,True,False,False,False,1,0.17867690490253987,genre_clf
982,NaiveBayes,False,False,True,False,False,False,2,0.1969137625516834,genre_clf
983,NaiveBayes,False,False,True,False,False,False,3,0.17328706438275251,genre_clf
984,NaiveBayes,False,False,True,False,False,False,4,0.21382161842882458,genre_clf
985,MLPClassifier,False,False,True,False,False,False,0,0.547917897223863,genre_clf
986,MLPClassifier,False,False,True,False,False,False,1,0.5533815711754282,genre_clf
987,MLPClassifier,False,False,True,False,False,False,2,0.5516834022445364,genre_clf
988,MLPClassifier,False,False,True,False,False,False,3,0.5507974010632014,genre_clf
989,MLPClassifier,False,False,True,False,False,False,4,0.5505020673360898,genre_clf
990,LogisticRegression,False,False,False,True,False,False,0,0.5237005316007088,genre_clf
991,LogisticRegression,False,False,False,True,False,False,1,0.5217808623744832,genre_clf
992,LogisticRegression,False,False,False,True,False,False,2,0.5207471943295925,genre_clf
993,LogisticRegression,False,False,False,True,False,False,3,0.5217808623744832,genre_clf
994,LogisticRegression,False,False,False,True,False,False,4,0.518679858239811,genre_clf
995,NaiveBayes,False,False,False,True,False,False,0,0.3611193148257531,genre_clf
996,NaiveBayes,False,False,False,True,False,False,1,0.3048582398109864,genre_clf
997,NaiveBayes,False,False,False,True,False,False,2,0.2952598936798582,genre_clf
998,NaiveBayes,False,False,False,True,False,False,3,0.2951860602480803,genre_clf
999,NaiveBayes,False,False,False,True,False,False,4,0.29784406379208506,genre_clf
1000,MLPClassifier,False,False,False,True,False,False,0,0.5395008860011813,genre_clf
1001,MLPClassifier,False,False,False,True,False,False,1,0.5391317188422918,genre_clf
1002,MLPClassifier,False,False,False,True,False,False,2,0.5336680448907265,genre_clf
1003,MLPClassifier,False,False,False,True,False,False,3,0.5358830478440638,genre_clf
1004,MLPClassifier,False,False,False,True,False,False,4,0.5349232132309509,genre_clf
1005,LogisticRegression,False,False,False,False,True,False,0,0.5383933845245127,genre_clf
1006,LogisticRegression,False,False,False,False,True,False,1,0.5395008860011813,genre_clf
1007,LogisticRegression,False,False,False,False,True,False,2,0.538984051978736,genre_clf
1008,LogisticRegression,False,False,False,False,True,False,3,0.5381718842291789,genre_clf
1009,LogisticRegression,False,False,False,False,True,False,4,0.5383933845245127,genre_clf
1010,NaiveBayes,False,False,False,False,True,False,0,0.4889249852333136,genre_clf
1011,NaiveBayes,False,False,False,False,True,False,1,0.4956438275251034,genre_clf
1012,NaiveBayes,False,False,False,False,True,False,2,0.48995865327820437,genre_clf
1013,NaiveBayes,False,False,False,False,True,False,3,0.48641464855286476,genre_clf
1014,NaiveBayes,False,False,False,False,True,False,4,0.4768901358535145,genre_clf
1015,MLPClassifier,False,False,False,False,True,False,0,0.538984051978736,genre_clf
1016,MLPClassifier,False,False,False,False,True,False,1,0.5407560543414058,genre_clf
1017,MLPClassifier,False,False,False,False,True,False,2,0.5383933845245127,genre_clf
1018,MLPClassifier,False,False,False,False,True,False,3,0.5385410513880685,genre_clf
1019,MLPClassifier,False,False,False,False,True,False,4,0.5392793857058477,genre_clf
1020,LogisticRegression,False,False,False,False,False,True,0,0.5502067336089781,genre_clf
1021,LogisticRegression,False,False,False,False,False,True,1,0.5508712344949793,genre_clf
1022,LogisticRegression,False,False,False,False,False,True,2,0.5475487300649734,genre_clf
1023,LogisticRegression,False,False,False,False,False,True,3,0.5474748966331955,genre_clf
1024,LogisticRegression,False,False,False,False,False,True,4,0.5469580626107502,genre_clf
1025,NaiveBayes,False,False,False,False,False,True,0,0.4729031305375074,genre_clf
1026,NaiveBayes,False,False,False,False,False,True,1,0.4621972829297106,genre_clf
1027,NaiveBayes,False,False,False,False,False,True,2,0.4649291199054932,genre_clf
1028,NaiveBayes,False,False,False,False,False,True,3,0.46921145894861194,genre_clf
1029,NaiveBayes,False,False,False,False,False,True,4,0.468325457767277,genre_clf
1030,MLPClassifier,False,False,False,False,False,True,0,0.5554489072652097,genre_clf
1031,MLPClassifier,False,False,False,False,False,True,1,0.5517572356763142,genre_clf
1032,MLPClassifier,False,False,False,False,False,True,2,0.5522002362669817,genre_clf
1033,MLPClassifier,False,False,False,False,False,True,3,0.5542675723567632,genre_clf
1034,MLPClassifier,False,False,False,False,False,True,4,0.5553750738334318,genre_clf
1035,LogisticRegression,True,True,False,False,False,False,0,0.6372563496751329,genre_clf
1036,LogisticRegression,True,True,False,False,False,False,1,0.6387330183106911,genre_clf
1037,LogisticRegression,True,True,False,False,False,False,2,0.6377731836975783,genre_clf
1038,LogisticRegression,True,True,False,False,False,False,3,0.6365180153573539,genre_clf
1039,LogisticRegression,True,True,False,False,False,False,4,0.6398405197873597,genre_clf
1040,NaiveBayes,True,True,False,False,False,False,0,0.16516538688718252,genre_clf
1041,NaiveBayes,True,True,False,False,False,False,1,0.1698907265209687,genre_clf
1042,NaiveBayes,True,True,False,False,False,False,2,0.16457471943295923,genre_clf
1043,NaiveBayes,True,True,False,False,False,False,3,0.17417306556408743,genre_clf
1044,NaiveBayes,True,True,False,False,False,False,4,0.15416420555227406,genre_clf
1045,MLPClassifier,True,True,False,False,False,False,0,0.6437536916715889,genre_clf
1046,MLPClassifier,True,True,False,False,False,False,1,0.6405050206733609,genre_clf
1047,MLPClassifier,True,True,False,False,False,False,2,0.6399143532191376,genre_clf
1048,MLPClassifier,True,True,False,False,False,False,3,0.6390283520378027,genre_clf
1049,MLPClassifier,True,True,False,False,False,False,4,0.6384376845835794,genre_clf
1050,LogisticRegression,True,False,True,False,False,False,0,0.6366656822209096,genre_clf
1051,LogisticRegression,True,False,True,False,False,False,1,0.6346721795629061,genre_clf
1052,LogisticRegression,True,False,True,False,False,False,2,0.6345245126993503,genre_clf
1053,LogisticRegression,True,False,True,False,False,False,3,0.6320141760189013,genre_clf
1054,LogisticRegression,True,False,True,False,False,False,4,0.6372563496751329,genre_clf
1055,NaiveBayes,True,False,True,False,False,False,0,0.24018015357353809,genre_clf
1056,NaiveBayes,True,False,True,False,False,False,1,0.2821913762551683,genre_clf
1057,NaiveBayes,True,False,True,False,False,False,2,0.2687536916715889,genre_clf
1058,NaiveBayes,True,False,True,False,False,False,3,0.264619019492026,genre_clf
1059,NaiveBayes,True,False,True,False,False,False,4,0.2604105138806852,genre_clf
1060,MLPClassifier,True,False,True,False,False,False,0,0.6416863555818074,genre_clf
1061,MLPClassifier,True,False,True,False,False,False,1,0.6335646780862374,genre_clf
1062,MLPClassifier,True,False,True,False,False,False,2,0.6397666863555818,genre_clf
1063,MLPClassifier,True,False,True,False,False,False,3,0.642055522740697,genre_clf
1064,MLPClassifier,True,False,True,False,False,False,4,0.635558180744241,genre_clf
1065,LogisticRegression,True,False,False,True,False,False,0,0.6288393384524513,genre_clf
1066,LogisticRegression,True,False,False,True,False,False,1,0.628248670998228,genre_clf
1067,LogisticRegression,True,False,False,True,False,False,2,0.6281010041346722,genre_clf
1068,LogisticRegression,True,False,False,True,False,False,3,0.6304636739515652,genre_clf
1069,LogisticRegression,True,False,False,True,False,False,4,0.6198316597755463,genre_clf
1070,NaiveBayes,True,False,False,True,False,False,0,0.24018015357353809,genre_clf
1071,NaiveBayes,True,False,False,True,False,False,1,0.25967217956290606,genre_clf
1072,NaiveBayes,True,False,False,True,False,False,2,0.24453632604843473,genre_clf
1073,NaiveBayes,True,False,False,True,False,False,3,0.2559805079740106,genre_clf
1074,NaiveBayes,True,False,False,True,False,False,4,0.24534849379799173,genre_clf
1075,MLPClassifier,True,False,False,True,False,False,0,0.6312020082693444,genre_clf
1076,MLPClassifier,True,False,False,True,False,False,1,0.6350413467217956,genre_clf
1077,MLPClassifier,True,False,False,True,False,False,2,0.6295776727702304,genre_clf
1078,MLPClassifier,True,False,False,True,False,False,3,0.6295038393384524,genre_clf
1079,MLPClassifier,True,False,False,True,False,False,4,0.6255168340224454,genre_clf
1080,LogisticRegression,True,False,False,False,True,False,0,0.6255168340224454,genre_clf
1081,LogisticRegression,True,False,False,False,True,False,1,0.6283225044300059,genre_clf
1082,LogisticRegression,True,False,False,False,True,False,2,0.6250738334317779,genre_clf
1083,LogisticRegression,True,False,False,False,True,False,3,0.6281748375664501,genre_clf
1084,LogisticRegression,True,False,False,False,True,False,4,0.6233018310691081,genre_clf
1085,NaiveBayes,True,False,False,False,True,False,0,0.24239515652687538,genre_clf
1086,NaiveBayes,True,False,False,False,True,False,1,0.22445363260484347,genre_clf
1087,NaiveBayes,True,False,False,False,True,False,2,0.234568812758417,genre_clf
1088,NaiveBayes,True,False,False,False,True,False,3,0.23545481393975193,genre_clf
1089,NaiveBayes,True,False,False,False,True,False,4,0.23995865327820437,genre_clf
1090,MLPClassifier,True,False,False,False,True,False,0,0.6337123449497932,genre_clf
1091,MLPClassifier,True,False,False,False,True,False,1,0.6324571766095688,genre_clf
1092,MLPClassifier,True,False,False,False,True,False,2,0.628248670998228,genre_clf
1093,MLPClassifier,True,False,False,False,True,False,3,0.6275841701122268,genre_clf
1094,MLPClassifier,True,False,False,False,True,False,4,0.6324571766095688,genre_clf
1095,LogisticRegression,True,False,False,False,False,True,0,0.6362965150620201,genre_clf
1096,LogisticRegression,True,False,False,False,False,True,1,0.6320141760189013,genre_clf
1097,LogisticRegression,True,False,False,False,False,True,2,0.6433106910809214,genre_clf
1098,LogisticRegression,True,False,False,False,False,True,3,0.6378470171293562,genre_clf
1099,LogisticRegression,True,False,False,False,False,True,4,0.6333431777909038,genre_clf
1100,NaiveBayes,True,False,False,False,False,True,0,0.2484494979326639,genre_clf
1101,NaiveBayes,True,False,False,False,False,True,1,0.22844063792085056,genre_clf
1102,NaiveBayes,True,False,False,False,False,True,2,0.22910513880685174,genre_clf
1103,NaiveBayes,True,False,False,False,False,True,3,0.24232132309509746,genre_clf
1104,NaiveBayes,True,False,False,False,False,True,4,0.2543561724748966,genre_clf
1105,MLPClassifier,True,False,False,False,False,True,0,0.6413171884229178,genre_clf
1106,MLPClassifier,True,False,False,False,False,True,1,0.6385115180153573,genre_clf
1107,MLPClassifier,True,False,False,False,False,True,2,0.6405050206733609,genre_clf
1108,MLPClassifier,True,False,False,False,False,True,3,0.6428676904902539,genre_clf
1109,MLPClassifier,True,False,False,False,False,True,4,0.6399881866509155,genre_clf
1110,LogisticRegression,False,True,True,False,False,False,0,0.5627584170112226,genre_clf
1111,LogisticRegression,False,True,True,False,False,False,1,0.56002658003544,genre_clf
1112,LogisticRegression,False,True,True,False,False,False,2,0.5643089190785587,genre_clf
1113,LogisticRegression,False,True,True,False,False,False,3,0.56002658003544,genre_clf
1114,LogisticRegression,False,True,True,False,False,False,4,0.5610602480803307,genre_clf
1115,NaiveBayes,False,True,True,False,False,False,0,0.07663910218546958,genre_clf
